Candidate,County Name,Mode,Office,Party,State,State Po,Version,Year,Candidatevotes,County Fips,Totalvotes
OTHER,NORTHAMPTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,1775,42095,135581
BARACK OBAMA,NORTHUMBERLAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,14329,42097,33916
JOHN MCCAIN,NORTHUMBERLAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,19018,42097,33916
OTHER,NORTHUMBERLAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,569,42097,33916
BARACK OBAMA,PERRY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,6396,42099,19733
JOHN MCCAIN,PERRY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,13058,42099,19733
OTHER,PERRY,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,279,42099,19733
BARACK OBAMA,PHILADELPHIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,595980,42101,717155
JOHN MCCAIN,PHILADELPHIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,117221,42101,717155
OTHER,PHILADELPHIA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,3954,42101,717155
BARACK OBAMA,PIKE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,11493,42103,24297
JOHN MCCAIN,PIKE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,12518,42103,24297
OTHER,PIKE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,286,42103,24297
BARACK OBAMA,POTTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,2300,42105,7507
JOHN MCCAIN,POTTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,5109,42105,7507
OTHER,POTTER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,98,42105,7507
BARACK OBAMA,SCHUYLKILL,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,28300,42107,63054
JOHN MCCAIN,SCHUYLKILL,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,33767,42107,63054
OTHER,SCHUYLKILL,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,987,42107,63054
BARACK OBAMA,SNYDER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,5382,42109,15479
JOHN MCCAIN,SNYDER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,9900,42109,15479
OTHER,SNYDER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,197,42109,15479
BARACK OBAMA,SOMERSET,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,12878,42111,35167
JOHN MCCAIN,SOMERSET,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,21686,42111,35167
OTHER,SOMERSET,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,603,42111,35167
BARACK OBAMA,SULLIVAN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,1233,42113,3120
JOHN MCCAIN,SULLIVAN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,1841,42113,3120
OTHER,SULLIVAN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,46,42113,3120
BARACK OBAMA,SUSQUEHANNA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,8381,42115,19283
JOHN MCCAIN,SUSQUEHANNA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,10633,42115,19283
OTHER,SUSQUEHANNA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,269,42115,19283
BARACK OBAMA,TIOGA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,6390,42117,17965
JOHN MCCAIN,TIOGA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,11326,42117,17965
OTHER,TIOGA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,249,42117,17965
BARACK OBAMA,UNION,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,7333,42119,17400
JOHN MCCAIN,UNION,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,9859,42119,17400
OTHER,UNION,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,208,42119,17400
BARACK OBAMA,VENANGO,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,9238,42121,23288
JOHN MCCAIN,VENANGO,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,13718,42121,23288
OTHER,VENANGO,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,332,42121,23288
BARACK OBAMA,WARREN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,8537,42123,18494
JOHN MCCAIN,WARREN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,9685,42123,18494
OTHER,WARREN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,272,42123,18494
BARACK OBAMA,WASHINGTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,46122,42125,98002
JOHN MCCAIN,WASHINGTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,50752,42125,98002
OTHER,WASHINGTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,1128,42125,98002
BARACK OBAMA,WAYNE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,9892,42127,22833
JOHN MCCAIN,WAYNE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,12702,42127,22833
OTHER,WAYNE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,239,42127,22833
BARACK OBAMA,WESTMORELAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,72721,42129,176785
JOHN MCCAIN,WESTMORELAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,102294,42129,176785
OTHER,WESTMORELAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,1770,42129,176785
BARACK OBAMA,WYOMING,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,5985,42131,13129
JOHN MCCAIN,WYOMING,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,6983,42131,13129
OTHER,WYOMING,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,161,42131,13129
BARACK OBAMA,YORK,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,3,82839,42133,194183
JOHN MCCAIN,YORK,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,3,109268,42133,194183
OTHER,YORK,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,3,2076,42133,194183
BARACK OBAMA,ADAMS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,15091,42001,42457
MITT ROMNEY,ADAMS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,26767,42001,42457
OTHER,ADAMS,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,599,42001,42457
BARACK OBAMA,ALLEGHENY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,352687,42003,622081
MITT ROMNEY,ALLEGHENY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,262039,42003,622081
OTHER,ALLEGHENY,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,7355,42003,622081
BARACK OBAMA,ARMSTRONG,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,9045,42005,29602
MITT ROMNEY,ARMSTRONG,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,20142,42005,29602
OTHER,ARMSTRONG,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,415,42005,29602
BARACK OBAMA,BEAVER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,37055,42007,80474
MITT ROMNEY,BEAVER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,42344,42007,80474
OTHER,BEAVER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1075,42007,80474
BARACK OBAMA,BEDFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,4788,42009,21697
MITT ROMNEY,BEDFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,16702,42009,21697
OTHER,BEDFORD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,207,42009,21697
BARACK OBAMA,BERKS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,83011,42011,170320
MITT ROMNEY,BERKS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,84702,42011,170320
OTHER,BERKS,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,2607,42011,170320
BARACK OBAMA,BLAIR,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,16276,42013,50241
MITT ROMNEY,BLAIR,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,33319,42013,50241
OTHER,BLAIR,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,646,42013,50241
BARACK OBAMA,BRADFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,8624,42015,23426
MITT ROMNEY,BRADFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,14410,42015,23426
OTHER,BRADFORD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,392,42015,23426
BARACK OBAMA,BUCKS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,160521,42017,321016
MITT ROMNEY,BUCKS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,156579,42017,321016
OTHER,BUCKS,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,3916,42017,321016
BARACK OBAMA,BUTLER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,28550,42019,89445
MITT ROMNEY,BUTLER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,59761,42019,89445
OTHER,BUTLER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1134,42019,89445
BARACK OBAMA,CAMBRIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,24249,42021,60526
MITT ROMNEY,CAMBRIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,35163,42021,60526
OTHER,CAMBRIA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1114,42021,60526
BARACK OBAMA,CAMERON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,724,42023,2111
MITT ROMNEY,CAMERON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,1359,42023,2111
OTHER,CAMERON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,28,42023,2111
BARACK OBAMA,CARBON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,11580,42025,25581
MITT ROMNEY,CARBON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,13504,42025,25581
OTHER,CARBON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,497,42025,25581
BARACK OBAMA,CENTRE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,34176,42027,69626
MITT ROMNEY,CENTRE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,34001,42027,69626
OTHER,CENTRE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1449,42027,69626
BARACK OBAMA,CHESTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,124311,42029,251973
MITT ROMNEY,CHESTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,124840,42029,251973
OTHER,CHESTER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,2822,42029,251973
BARACK OBAMA,CLARION,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5056,42031,16186
MITT ROMNEY,CLARION,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,10828,42031,16186
OTHER,CLARION,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,302,42031,16186
BARACK OBAMA,CLEARFIELD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,11121,42033,31967
MITT ROMNEY,CLEARFIELD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,20347,42033,31967
OTHER,CLEARFIELD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,499,42033,31967
BARACK OBAMA,CLINTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5734,42035,13265
MITT ROMNEY,CLINTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,7303,42035,13265
OTHER,CLINTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,228,42035,13265
BARACK OBAMA,COLUMBIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,10937,42037,25623
MITT ROMNEY,COLUMBIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,14236,42037,25623
OTHER,COLUMBIA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,450,42037,25623
BARACK OBAMA,CRAWFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,13883,42039,35388
MITT ROMNEY,CRAWFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,20901,42039,35388
OTHER,CRAWFORD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,604,42039,35388
BARACK OBAMA,CUMBERLAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,44367,42041,110814
MITT ROMNEY,CUMBERLAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,64809,42041,110814
OTHER,CUMBERLAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1638,42041,110814
BARACK OBAMA,DAUPHIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,64965,42043,124008
MITT ROMNEY,DAUPHIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,57450,42043,124008
OTHER,DAUPHIN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1593,42043,124008
BARACK OBAMA,DELAWARE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,171792,42045,285564
MITT ROMNEY,DELAWARE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,110853,42045,285564
OTHER,DELAWARE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,2919,42045,285564
BARACK OBAMA,ELK,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5463,42047,13238
MITT ROMNEY,ELK,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,7579,42047,13238
OTHER,ELK,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,196,42047,13238
BARACK OBAMA,ERIE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,68036,42049,118619
MITT ROMNEY,ERIE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,49025,42049,118619
OTHER,ERIE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1558,42049,118619
BARACK OBAMA,FAYETTE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,21971,42051,48505
MITT ROMNEY,FAYETTE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,26018,42051,48505
OTHER,FAYETTE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,516,42051,48505
BARACK OBAMA,FOREST,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,896,42053,2312
MITT ROMNEY,FOREST,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,1383,42053,2312
OTHER,FOREST,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,33,42053,2312
BARACK OBAMA,FRANKLIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,18995,42055,63078
MITT ROMNEY,FRANKLIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,43260,42055,63078
OTHER,FRANKLIN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,823,42055,63078
BARACK OBAMA,FULTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,1310,42057,6195
MITT ROMNEY,FULTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,4814,42057,6195
OTHER,FULTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,71,42057,6195
BARACK OBAMA,GREENE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5852,42059,14464
MITT ROMNEY,GREENE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,8428,42059,14464
OTHER,GREENE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,184,42059,14464
BARACK OBAMA,HUNTINGDON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5409,42061,17639
MITT ROMNEY,HUNTINGDON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,11979,42061,17639
OTHER,HUNTINGDON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,251,42061,17639
BARACK OBAMA,INDIANA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,14473,42063,36321
MITT ROMNEY,INDIANA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,21257,42063,36321
OTHER,INDIANA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,591,42063,36321
BARACK OBAMA,JEFFERSON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,4787,42065,18097
MITT ROMNEY,JEFFERSON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,13048,42065,18097
OTHER,JEFFERSON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,262,42065,18097
BARACK OBAMA,JUNIATA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,2547,42067,9535
MITT ROMNEY,JUNIATA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,6862,42067,9535
OTHER,JUNIATA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,126,42067,9535
BARACK OBAMA,LACKAWANNA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,61838,42069,98015
MITT ROMNEY,LACKAWANNA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,35085,42069,98015
OTHER,LACKAWANNA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1092,42069,98015
BARACK OBAMA,LANCASTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,88481,42071,222436
MITT ROMNEY,LANCASTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,130669,42071,222436
OTHER,LANCASTER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,3286,42071,222436
BARACK OBAMA,LAWRENCE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,17513,42073,39036
MITT ROMNEY,LAWRENCE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,21047,42073,39036
OTHER,LAWRENCE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,476,42073,39036
BARACK OBAMA,LEBANON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,19900,42075,56580
MITT ROMNEY,LEBANON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,35872,42075,56580
OTHER,LEBANON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,808,42075,56580
BARACK OBAMA,LEHIGH,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,78283,42077,147002
MITT ROMNEY,LEHIGH,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,66874,42077,147002
OTHER,LEHIGH,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1845,42077,147002
BARACK OBAMA,LUZERNE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,64307,42079,124439
MITT ROMNEY,LUZERNE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,58325,42079,124439
OTHER,LUZERNE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1807,42079,124439
BARACK OBAMA,LYCOMING,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,15203,42081,46493
MITT ROMNEY,LYCOMING,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,30658,42081,46493
OTHER,LYCOMING,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,632,42081,46493
BARACK OBAMA,MCKEAN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5297,42083,15108
MITT ROMNEY,MCKEAN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,9545,42083,15108
OTHER,MCKEAN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,266,42083,15108
BARACK OBAMA,MERCER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,24232,42085,50863
MITT ROMNEY,MERCER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,25925,42085,50863
OTHER,MERCER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,706,42085,50863
BARACK OBAMA,MIFFLIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,4273,42087,16371
MITT ROMNEY,MIFFLIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,11939,42087,16371
OTHER,MIFFLIN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,159,42087,16371
BARACK OBAMA,MONROE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,35221,42089,62917
MITT ROMNEY,MONROE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,26867,42089,62917
OTHER,MONROE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,829,42089,62917
BARACK OBAMA,MONTGOMERY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,233356,42091,412200
MITT ROMNEY,MONTGOMERY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,174381,42091,412200
OTHER,MONTGOMERY,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,4463,42091,412200
BARACK OBAMA,MONTOUR,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,3053,42093,7831
MITT ROMNEY,MONTOUR,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,4652,42093,7831
OTHER,MONTOUR,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,126,42093,7831
BARACK OBAMA,NORTHAMPTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,67606,42095,130735
MITT ROMNEY,NORTHAMPTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,61446,42095,130735
OTHER,NORTHAMPTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1683,42095,130735
